Date,Time,Location,Type,SubType,Confidence
2025-11-08,17:05:39,North End Forest Zone,cat,buffalo,0.19
2025-11-08,17:05:39,North End Forest Zone,person,person,0.26
2025-11-08,17:05:40,South Watch Post,cat,buffalo,0.11
2025-11-08,17:09:07,North End Forest Zone,cat,buffalo,0.22
2025-11-08,17:09:07,East Ridge Trail,cat,buffalo,0.17
2025-11-08,17:09:08,Western Cliff Edge,cat,buffalo,0.2
2025-11-08,17:09:09,Deep Valley Camp,cat,buffalo,0.13
2025-11-08,17:09:09,Western Cliff Edge,cat,buffalo,0.15
2025-11-08,17:09:10,South Watch Post,cat,buffalo,0.34
2025-11-08,17:09:11,Western Cliff Edge,cat,buffalo,0.24
2025-11-08,17:09:11,South Watch Post,cat,buffalo,0.25
2025-11-08,17:09:54,South Watch Post,cat,buffalo,0.23
2025-11-08,17:09:54,South Watch Post,cat,cat,0.35
2025-11-08,17:09:55,Central Lake Area,cat,buffalo,0.14
2025-11-08,17:09:56,Deep Valley Camp,cat,buffalo,0.24
2025-11-08,17:09:56,South Watch Post,cat,buffalo,0.22
2025-11-08,17:09:57,Western Cliff Edge,cat,buffalo,0.24
2025-11-08,17:09:58,East Ridge Trail,cat,buffalo,0.2
2025-11-08,17:09:58,Deep Valley Camp,cat,buffalo,0.23
2025-11-08,17:09:59,East Ridge Trail,cat,buffalo,0.1
2025-11-08,17:09:59,Central Lake Area,person,person,0.25
2025-11-08,17:10:00,Central Lake Area,cat,buffalo,0.15
2025-11-08,17:10:00,South Watch Post,person,person,0.27
2025-11-08,17:10:00,Western Cliff Edge,cat,buffalo,0.21
2025-11-08,17:10:01,Western Cliff Edge,person,person,0.3
2025-11-08,17:10:01,East Ridge Trail,cat,buffalo,0.14
2025-11-08,17:10:02,Western Cliff Edge,cat,buffalo,0.29
2025-11-08,17:10:02,Deep Valley Camp,person,person,0.45
2025-11-08,17:10:02,Western Cliff Edge,cat,buffalo,0.26
2025-11-08,17:10:02,South Watch Post,person,person,0.25
2025-11-08,17:10:03,Central Lake Area,cat,buffalo,0.19
2025-11-08,17:10:04,Central Lake Area,cat,buffalo,0.2
2025-11-08,17:10:04,East Ridge Trail,cat,buffalo,0.23
2025-11-08,17:10:04,North End Forest Zone,person,person,0.36
2025-11-08,17:10:05,North End Forest Zone,cat,buffalo,0.26
2025-11-08,17:10:06,Deep Valley Camp,cat,buffalo,0.25
2025-11-08,17:10:06,Western Cliff Edge,cat,buffalo,0.26
2025-11-08,17:10:06,Western Cliff Edge,person,person,0.34
2025-11-08,17:10:07,Central Lake Area,cat,buffalo,0.25
2025-11-08,17:10:08,North End Forest Zone,cat,buffalo,0.21
2025-11-08,17:10:08,East Ridge Trail,cat,buffalo,0.36
,2025-11-08,17:17:11,Greywood Edge,cat,0.459,0
,2025-11-08,17:23:47,Elderleaf Basin,cat,0.459,0
2025-11-08,18:11:09,Greywood Edge,cat,buffalo,0.1058
2025-11-08,18:11:09,North Ridge Forest,cat,cat,0.6376
2025-11-08,18:11:10,Fernvale Thicket,cat,cat,0.2976
2025-11-08,18:11:10,Greywood Edge,person,person,0.2527
2025-11-08,18:11:11,Misty Creek Grove,cat,buffalo,0.1087
2025-11-08,18:11:12,Misty Creek Grove,cat,buffalo,0.1401
2025-11-08,18:11:12,Fernvale Thicket,cat,buffalo,0.1244
2025-11-08,18:11:13,Pine Hollow Zone,cat,buffalo,0.1118
2025-11-08,18:11:13,Elderleaf Basin,cat,buffalo,0.2353
2025-11-08,18:11:14,North Ridge Forest,cat,buffalo,0.105
2025-11-08,18:11:15,Fernvale Thicket,cat,buffalo,0.1089
2025-11-08,18:11:15,North Ridge Forest,cat,buffalo,0.1291
2025-11-08,18:11:16,Misty Creek Grove,cat,buffalo,0.1547
2025-11-08,18:11:24,Misty Creek Grove,cat,cat,0.6689
2025-11-08,18:11:24,Fernvale Thicket,person,person,0.3919
2025-11-08,18:11:24,Fernvale Thicket,cat,buffalo,0.1662
2025-11-08,18:11:25,Greywood Edge,cat,buffalo,0.1945
2025-11-08,18:11:26,Fernvale Thicket,cat,buffalo,0.1901
2025-11-08,18:11:26,Misty Creek Grove,cat,buffalo,0.1774
2025-11-08,18:11:27,Fernvale Thicket,cat,buffalo,0.1625
2025-11-08,18:11:28,Elderleaf Basin,cat,buffalo,0.122
2025-11-08,18:11:28,Elderleaf Basin,cat,buffalo,0.1466
2025-11-08,18:11:29,Greywood Edge,cat,buffalo,0.1692
2025-11-08,18:11:30,Pine Hollow Zone,cat,cat,0.6239
2025-11-08,18:11:30,North Ridge Forest,cat,cat,0.6115
2025-11-08,18:11:31,Misty Creek Grove,cat,cat,0.506
2025-11-08,18:13:24,Elderleaf Basin,cat,cat,0.5163
2025-11-08,18:13:24,Greywood Edge,cat,cat,0.6235
2025-11-08,18:13:25,Elderleaf Basin,cat,cat,0.6413
2025-11-08,18:13:26,Greywood Edge,cat,cat,0.7115
2025-11-08,18:13:26,Pine Hollow Zone,cat,cat,0.7401
2025-11-08,18:13:27,Pine Hollow Zone,cat,cat,0.7543
2025-11-08,18:13:27,Fernvale Thicket,cat,buffalo,0.1709
2025-11-08,18:13:28,Fernvale Thicket,cat,buffalo,0.127
2025-11-08,18:13:29,Greywood Edge,cat,buffalo,0.1476
2025-11-08,18:13:29,Greywood Edge,cat,cat,0.6457
2025-11-08,18:13:30,Fernvale Thicket,cat,cat,0.6061
2025-11-08,18:13:30,Elderleaf Basin,cat,cat,0.5927
2025-11-08,18:13:31,Misty Creek Grove,cat,cat,0.4703
2025-11-08,18:13:31,Pine Hollow Zone,cat,buffalo,0.1077
2025-11-08,18:13:32,Pine Hollow Zone,cat,cat,0.5434
2025-11-08,18:13:32,Fernvale Thicket,cat,cat,0.4618
2025-11-08,18:13:33,North Ridge Forest,cat,buffalo,0.1846
2025-11-08,18:13:34,Misty Creek Grove,cat,buffalo,0.1296
2025-11-08,18:13:34,Elderleaf Basin,cat,cat,0.3551
2025-11-08,18:13:35,Misty Creek Grove,cat,buffalo,0.122
2025-11-08,18:13:35,North Ridge Forest,person,person,0.4399
2025-11-08,18:13:35,North Ridge Forest,cat,buffalo,0.1814
2025-11-08,18:13:36,Pine Hollow Zone,cat,buffalo,0.1142
2025-11-08,18:13:36,Elderleaf Basin,person,person,0.2871
2025-11-08,18:13:36,Pine Hollow Zone,cat,buffalo,0.106
2025-11-08,18:13:36,Fernvale Thicket,person,person,0.2681
2025-11-08,18:13:37,Misty Creek Grove,cat,buffalo,0.1549
2025-11-08,18:13:37,Greywood Edge,cat,buffalo,0.1263
2025-11-08,18:13:38,Greywood Edge,cat,buffalo,0.1182
2025-11-08,18:13:39,Greywood Edge,cat,buffalo,0.1037
2025-11-08,18:13:39,Elderleaf Basin,cat,cat,0.5005
2025-11-08,18:13:40,North Ridge Forest,cat,cat,0.4009
2025-11-08,18:13:41,Pine Hollow Zone,cat,cat,0.5093
2025-11-08,18:13:41,Pine Hollow Zone,cat,cat,0.4564
2025-11-08,18:13:42,Greywood Edge,cat,cat,0.6479
2025-11-08,18:13:42,North Ridge Forest,cat,cat,0.5761
2025-11-08,18:13:43,Elderleaf Basin,cat,buffalo,0.1249
2025-11-08,18:13:44,Misty Creek Grove,cat,cat,0.7016
2025-11-08,18:13:44,Pine Hollow Zone,cat,cat,0.6376
2025-11-08,18:13:45,Greywood Edge,cat,cat,0.519
2025-11-08,18:13:45,North Ridge Forest,cat,cat,0.6328
2025-11-08,18:13:46,North Ridge Forest,cat,cat,0.6019
2025-11-08,18:13:47,Pine Hollow Zone,cat,buffalo,0.105
2025-11-08,18:13:47,North Ridge Forest,cat,cat,0.6097
2025-11-08,18:13:48,Pine Hollow Zone,cat,cat,0.6756
2025-11-08,18:13:48,Greywood Edge,cat,cat,0.6099
2025-11-08,18:13:49,Elderleaf Basin,cat,cat,0.7236
2025-11-08,18:13:49,Misty Creek Grove,cat,cat,0.6994
2025-11-08,18:13:50,Greywood Edge,cat,buffalo,0.1116
2025-11-08,18:13:50,Greywood Edge,cat,cat,0.6216
2025-11-08,18:13:51,Elderleaf Basin,cat,cat,0.5024
2025-11-08,18:13:52,Greywood Edge,cat,cat,0.4728
2025-11-08,18:13:52,Elderleaf Basin,cat,buffalo,0.125
2025-11-08,18:13:53,Misty Creek Grove,cat,cat,0.5839
2025-11-08,18:13:54,Misty Creek Grove,cat,cat,0.5092
2025-11-08,18:13:54,Elderleaf Basin,cat,cat,0.3779
2025-11-08,18:13:54,Fernvale Thicket,person,person,0.3305
2025-11-08,18:13:55,Pine Hollow Zone,cat,cat,0.6461
2025-11-08,18:13:56,North Ridge Forest,cat,cat,0.5982
2025-11-08,18:13:57,North Ridge Forest,cat,buffalo,0.1017
2025-11-08,18:13:57,Fernvale Thicket,cat,cat,0.5608
2025-11-08,18:13:58,Pine Hollow Zone,cat,cat,0.4961
2025-11-08,18:13:58,Pine Hollow Zone,cat,buffalo,0.1487
2025-11-08,18:13:59,Greywood Edge,cat,cat,0.5934
2025-11-08,18:14:00,Misty Creek Grove,cat,cat,0.563
2025-11-08,18:14:01,North Ridge Forest,cat,buffalo,0.1053
2025-11-08,18:14:01,Elderleaf Basin,cat,cat,0.547
2025-11-08,18:14:02,North Ridge Forest,cat,buffalo,0.1056
2025-11-08,18:14:03,Fernvale Thicket,cat,cat,0.6345
2025-11-08,18:14:03,Elderleaf Basin,cat,buffalo,0.141
2025-11-08,18:14:04,Greywood Edge,cat,cat,0.4637
2025-11-08,18:14:05,Misty Creek Grove,cat,cat,0.5701
2025-11-08,18:14:05,Greywood Edge,cat,cat,0.5152
2025-11-08,18:14:06,North Ridge Forest,cat,cat,0.5617
2025-11-08,18:14:07,Elderleaf Basin,cat,buffalo,0.1389
2025-11-08,18:14:07,Pine Hollow Zone,cat,cat,0.519
2025-11-08,18:14:08,Misty Creek Grove,cat,cat,0.6157
2025-11-08,18:14:08,Elderleaf Basin,cat,cat,0.6585
2025-11-08,18:14:09,North Ridge Forest,cat,cat,0.6181
2025-11-08,18:14:10,Pine Hollow Zone,cat,cat,0.6311
2025-11-08,18:14:10,North Ridge Forest,cat,buffalo,0.1042
2025-11-08,18:14:11,Elderleaf Basin,cat,buffalo,0.102
2025-11-08,18:14:11,Fernvale Thicket,cat,buffalo,0.117
2025-11-08,18:14:12,Elderleaf Basin,cat,cat,0.4179
2025-11-08,18:14:13,Fernvale Thicket,cat,cat,0.5384
2025-11-08,18:14:13,Pine Hollow Zone,cat,cat,0.5275
2025-11-08,18:14:14,Misty Creek Grove,cat,cat,0.5899
2025-11-08,18:14:14,Pine Hollow Zone,cat,cat,0.625
2025-11-08,18:14:15,Pine Hollow Zone,cat,cat,0.5324
2025-11-08,18:14:15,North Ridge Forest,cat,cat,0.6127
2025-11-08,18:14:16,Elderleaf Basin,cat,cat,0.6535
2025-11-08,18:14:16,North Ridge Forest,cat,cat,0.5407
2025-11-08,18:14:17,Pine Hollow Zone,cat,cat,0.5371
2025-11-08,18:14:18,Misty Creek Grove,cat,cat,0.409
2025-11-08,18:14:18,Misty Creek Grove,person,person,0.3244
2025-11-08,18:14:18,Pine Hollow Zone,cat,cat,0.5612
2025-11-08,18:14:19,Pine Hollow Zone,cat,buffalo,0.1102
2025-11-08,18:14:19,Greywood Edge,cat,buffalo,0.1022
2025-11-08,18:14:20,Pine Hollow Zone,cat,buffalo,0.1054
2025-11-08,18:14:21,North Ridge Forest,cat,buffalo,0.1007
2025-11-08,18:14:21,Greywood Edge,cat,buffalo,0.1031
2025-11-08,18:14:22,Greywood Edge,cat,cat,0.5839
2025-11-08,18:14:23,Pine Hollow Zone,cat,cat,0.4435
2025-11-08,18:14:23,North Ridge Forest,cat,cat,0.321
2025-11-08,18:14:24,Greywood Edge,cat,buffalo,0.1078
2025-11-08,18:14:25,Fernvale Thicket,cat,cat,0.3186
2025-11-08,18:14:26,Greywood Edge,cat,buffalo,0.1878
2025-11-08,18:14:26,Elderleaf Basin,cat,buffalo,0.1696
2025-11-08,18:14:27,Fernvale Thicket,cat,cat,0.5706
2025-11-08,18:14:27,Pine Hollow Zone,cat,buffalo,0.1632
2025-11-08,18:14:28,Pine Hollow Zone,cat,buffalo,0.1139
2025-11-08,18:14:28,Greywood Edge,cat,cat,0.3172
2025-11-08,18:14:29,Misty Creek Grove,cat,buffalo,0.1092
2025-11-08,18:14:29,North Ridge Forest,cat,buffalo,0.1099
2025-11-08,19:06:50,Pine Hollow Zone,person,person,0.27
2025-11-08,19:06:51,North Ridge Forest,cat,cat,0.5716
2025-11-08,19:06:52,Fernvale Thicket,cat,cat,0.568
2025-11-08,19:06:55,North Ridge Forest,cat,cat,0.3
2025-11-08,19:06:56,Misty Creek Grove,cat,buffalo,0.1228
2025-11-08,19:06:57,Greywood Edge,cat,buffalo,0.1074
2025-11-08,19:06:58,Misty Creek Grove,cat,buffalo,0.1217
2025-11-08,19:06:58,Pine Hollow Zone,cat,cat,0.5343
2025-11-08,19:06:59,Greywood Edge,cat,cat,0.3314
2025-11-08,19:07:00,North Ridge Forest,cat,cat,0.3847
2025-11-08,19:07:00,Greywood Edge,cat,cat,0.4558
2025-11-08,19:07:01,Greywood Edge,cat,cat,0.516
2025-11-08,19:07:01,Greywood Edge,cat,cat,0.6754
2025-11-08,19:07:02,Elderleaf Basin,cat,cat,0.6376
2025-11-08,19:07:03,North Ridge Forest,cat,cat,0.6607
2025-11-08,19:07:03,North Ridge Forest,cat,cat,0.4429
2025-11-08,19:07:04,Elderleaf Basin,cat,cat,0.5309
2025-11-08,19:07:04,Misty Creek Grove,cat,cat,0.5666
2025-11-08,19:07:05,North Ridge Forest,cat,cat,0.4674
2025-11-08,19:07:06,Greywood Edge,cat,cat,0.5731
2025-11-08,19:07:06,Pine Hollow Zone,cat,cat,0.3798
2025-11-08,19:07:07,Fernvale Thicket,cat,cat,0.509
2025-11-08,19:07:08,North Ridge Forest,cat,cat,0.4751
2025-11-08,19:07:08,North Ridge Forest,cat,cat,0.3776
2025-11-08,19:07:09,North Ridge Forest,cat,cat,0.3177
2025-11-08,19:07:10,Fernvale Thicket,cat,cat,0.4745
2025-11-08,19:07:11,North Ridge Forest,cat,cat,0.2524
2025-11-08,19:07:11,Elderleaf Basin,cat,buffalo,0.1828
2025-11-08,19:07:12,Misty Creek Grove,cat,cat,0.2555
2025-11-08,19:07:13,Misty Creek Grove,cat,cat,0.4384
2025-11-08,19:07:13,Greywood Edge,cat,cat,0.3893
2025-11-08,19:07:14,North Ridge Forest,cat,cat,0.2549
2025-11-08,19:07:15,Misty Creek Grove,cat,cat,0.3331
2025-11-08,19:07:16,Elderleaf Basin,cat,cat,0.3588
2025-11-08,19:07:16,Misty Creek Grove,cat,cat,0.2674
2025-11-08,19:07:17,Fernvale Thicket,cat,cat,0.3551
2025-11-08,19:07:18,Pine Hollow Zone,cat,cat,0.4849
2025-11-08,19:07:18,Fernvale Thicket,cat,cat,0.3957
2025-11-08,19:07:19,Misty Creek Grove,cat,cat,0.2502
2025-11-08,19:07:21,Pine Hollow Zone,cat,buffalo,0.1161
2025-11-08,19:07:21,Elderleaf Basin,cat,cat,0.4803
2025-11-08,19:07:22,Misty Creek Grove,cat,cat,0.48
2025-11-08,19:07:23,North Ridge Forest,cat,cat,0.4619
2025-11-08,19:07:24,North Ridge Forest,cat,cat,0.375
2025-11-08,19:07:25,Misty Creek Grove,cat,cat,0.5112
2025-11-08,19:07:27,Misty Creek Grove,cat,buffalo,0.1246
2025-11-08,19:07:27,Greywood Edge,cat,buffalo,0.1176
2025-11-08,19:07:28,Elderleaf Basin,cat,buffalo,0.1461
2025-11-08,19:07:29,North Ridge Forest,cat,cat,0.4934
2025-11-08,19:07:29,Pine Hollow Zone,cat,cat,0.3223
2025-11-08,19:07:30,Elderleaf Basin,cat,buffalo,0.1252
2025-11-08,19:07:31,Greywood Edge,cat,cat,0.3817
2025-11-08,19:07:32,Greywood Edge,cat,buffalo,0.1282
2025-11-08,19:07:33,Greywood Edge,cat,cat,0.4606
2025-11-08,19:07:33,Elderleaf Basin,cat,cat,0.441
2025-11-08,19:07:35,Fernvale Thicket,cat,cat,0.3651
2025-11-08,19:07:35,Elderleaf Basin,cat,cat,0.5043
2025-11-08,19:07:36,Fernvale Thicket,cat,cat,0.3562
2025-11-08,19:07:37,Pine Hollow Zone,cat,buffalo,0.1028
2025-11-08,19:07:37,North Ridge Forest,cat,cat,0.6927
2025-11-08,19:07:38,Pine Hollow Zone,cat,buffalo,0.1259
2025-11-08,19:07:39,Greywood Edge,cat,cat,0.5681
2025-11-08,19:07:39,North Ridge Forest,cat,cat,0.4077
2025-11-08,19:07:40,Elderleaf Basin,cat,cat,0.4659
2025-11-08,19:07:41,North Ridge Forest,cat,buffalo,0.1895
2025-11-08,19:07:41,Elderleaf Basin,cat,cat,0.6718
2025-11-08,19:07:42,Fernvale Thicket,cat,cat,0.6281
2025-11-08,19:07:43,Pine Hollow Zone,cat,cat,0.5315
2025-11-08,19:07:43,Greywood Edge,cat,cat,0.5257
2025-11-08,19:07:44,North Ridge Forest,cat,cat,0.6555
2025-11-08,19:07:44,Elderleaf Basin,cat,buffalo,0.1106
2025-11-08,19:07:45,North Ridge Forest,cat,buffalo,0.1074
2025-11-08,19:07:46,Fernvale Thicket,cat,cat,0.6392
2025-11-08,19:07:46,Greywood Edge,cat,cat,0.6871
2025-11-08,19:07:47,North Ridge Forest,cat,buffalo,0.1078
2025-11-08,19:07:48,Greywood Edge,cat,cat,0.4966
2025-11-08,19:07:48,Greywood Edge,cat,buffalo,0.1079
2025-11-08,19:07:49,Greywood Edge,cat,cat,0.5266
2025-11-08,19:07:50,Greywood Edge,cat,buffalo,0.1108
2025-11-09,00:16:34,Pine Hollow Zone,cat,elephant,0.2056
2025-11-09,00:16:35,North Ridge Forest,cat,buffalo,0.1803
2025-11-09,00:16:36,Elderleaf Basin,cat,buffalo,0.2115
2025-11-09,00:16:37,Fernvale Thicket,cat,cat,0.332
2025-11-09,00:16:38,Elderleaf Basin,cat,buffalo,0.3363
2025-11-09,00:16:38,Fernvale Thicket,person,person,0.3178
2025-11-09,00:16:39,Pine Hollow Zone,cat,buffalo,0.2638
2025-11-09,00:16:40,Misty Creek Grove,cat,buffalo,0.1767
2025-11-09,00:16:45,North Ridge Forest,cat,cat,0.2667
2025-11-09,00:16:46,Misty Creek Grove,person,person,0.527
2025-11-09,00:16:46,Misty Creek Grove,person,person,0.5425
2025-11-09,00:16:46,North Ridge Forest,person,person,0.3468
2025-11-09,00:16:46,Pine Hollow Zone,person,person,0.3635
2025-11-09,00:16:47,Misty Creek Grove,person,person,0.5994
2025-11-09,00:16:47,Fernvale Thicket,person,person,0.3537
2025-11-09,00:16:47,Fernvale Thicket,person,person,0.5758
2025-11-09,00:16:47,Pine Hollow Zone,person,person,0.5829
2025-11-09,00:16:48,Greywood Edge,person,person,0.4036
2025-11-09,00:16:48,North Ridge Forest,person,person,0.4553
2025-11-09,00:16:49,Pine Hollow Zone,cat,cat,0.2895
2025-11-09,10:08:23,Pine Hollow Zone,person,person,0.5773
2025-11-09,10:08:23,North Ridge Forest,person,person,0.3261
2025-11-09,10:08:23,Elderleaf Basin,person,person,0.397
2025-11-09,10:08:23,Pine Hollow Zone,person,person,0.3347
2025-11-09,10:08:23,North Ridge Forest,person,person,0.5972
2025-11-09,10:08:23,Pine Hollow Zone,person,person,0.3513
2025-11-09,10:08:24,Misty Creek Grove,person,person,0.7429
2025-11-09,10:08:24,Misty Creek Grove,person,person,0.2871
2025-11-09,10:08:24,Misty Creek Grove,person,person,0.2914
2025-11-09,10:08:24,North Ridge Forest,person,person,0.3776
2025-11-09,10:08:24,Misty Creek Grove,person,person,0.3339
2025-11-09,10:08:24,Greywood Edge,person,person,0.2518
2025-11-09,10:08:25,Misty Creek Grove,person,person,0.4078
2025-11-09,10:08:25,North Ridge Forest,person,person,0.3364
2025-11-09,10:08:25,Elderleaf Basin,person,person,0.7791
2025-11-09,10:08:25,Misty Creek Grove,person,person,0.7489
2025-11-09,10:08:25,Pine Hollow Zone,person,person,0.5248
2025-11-09,10:08:26,Pine Hollow Zone,person,person,0.7974
2025-11-09,10:08:26,Misty Creek Grove,person,person,0.7106
2025-11-09,10:08:26,Misty Creek Grove,person,person,0.6943
2025-11-09,10:08:26,North Ridge Forest,person,person,0.2529
2025-11-09,10:08:26,Misty Creek Grove,person,person,0.7319
2025-11-09,10:08:26,Greywood Edge,person,person,0.2539
2025-11-09,10:08:27,Greywood Edge,person,person,0.8379
2025-11-09,10:08:27,Fernvale Thicket,person,person,0.8013
2025-11-09,10:08:27,Fernvale Thicket,person,person,0.3309
2025-11-09,10:08:27,Elderleaf Basin,person,person,0.8046
2025-11-09,10:08:27,Elderleaf Basin,person,person,0.88
2025-11-09,10:08:28,North Ridge Forest,person,person,0.867
2025-11-09,10:08:28,North Ridge Forest,person,person,0.3019
2025-11-09,10:08:28,North Ridge Forest,person,person,0.8298
2025-11-09,10:08:28,Elderleaf Basin,person,person,0.864
2025-11-09,10:08:28,Greywood Edge,person,person,0.2693
2025-11-09,10:08:28,North Ridge Forest,person,person,0.8309
2025-11-09,10:08:29,North Ridge Forest,person,person,0.4429
2025-11-09,10:27:28,Greywood Edge,person,person,0.263
2025-11-09,10:27:28,Greywood Edge,person,person,0.3584
2025-11-09,10:27:29,Greywood Edge,person,person,0.7086
2025-11-09,10:27:29,Misty Creek Grove,person,person,0.4179
2025-11-09,10:27:29,Fernvale Thicket,person,person,0.4074
2025-11-09,10:27:29,Fernvale Thicket,person,person,0.634
2025-11-09,10:27:29,North Ridge Forest,person,person,0.4495
2025-11-09,10:27:30,Pine Hollow Zone,person,person,0.3018
2025-11-09,10:27:31,Fernvale Thicket,person,person,0.3624
2025-11-09,10:27:31,Fernvale Thicket,person,person,0.6407
2025-11-09,10:27:31,Pine Hollow Zone,person,person,0.4769
2025-11-09,10:27:32,North Ridge Forest,person,person,0.2652
2025-11-09,10:27:32,Elderleaf Basin,dog,dog,0.3821
2025-11-09,10:27:34,Elderleaf Basin,person,person,0.4743
2025-11-09,10:27:34,Pine Hollow Zone,person,person,0.4461
2025-11-09,10:27:34,North Ridge Forest,person,person,0.7737
2025-11-09,10:27:34,Misty Creek Grove,person,person,0.5644
2025-11-09,10:27:34,Fernvale Thicket,person,person,0.7649
2025-11-09,10:27:34,Greywood Edge,person,person,0.4686
2025-11-09,10:27:34,Greywood Edge,person,person,0.6085
2025-11-09,10:27:35,Misty Creek Grove,person,person,0.3197
2025-11-09,10:27:35,Elderleaf Basin,person,person,0.7056
2025-11-09,10:27:35,Elderleaf Basin,person,person,0.3506
2025-11-09,10:27:35,Fernvale Thicket,person,person,0.5404
2025-11-09,10:27:35,Misty Creek Grove,person,person,0.4534
2025-11-09,10:27:36,Fernvale Thicket,person,person,0.4839
2025-11-09,10:27:36,Fernvale Thicket,person,person,0.8112
2025-11-09,10:27:36,Pine Hollow Zone,person,person,0.6002
2025-11-09,10:27:36,North Ridge Forest,person,person,0.7342
2025-11-09,10:27:36,North Ridge Forest,person,person,0.7305
2025-11-09,10:27:37,Greywood Edge,person,person,0.7349
2025-11-09,10:27:37,Pine Hollow Zone,person,person,0.4327
2025-11-09,10:27:37,Pine Hollow Zone,person,person,0.4922
2025-11-09,10:27:37,Elderleaf Basin,person,person,0.2609
2025-11-09,12:57:34,Elderleaf Basin,cat,cat,0.3443
2025-11-09,12:57:41,Fernvale Thicket,cat,cat,0.3632
2025-11-09,12:57:48,North Ridge Forest,cat,cat,0.4157
2025-11-09,12:57:55,Fernvale Thicket,cat,cat,0.3913
2025-11-09,12:58:02,Fernvale Thicket,cat,cat,0.2688
2025-11-09,12:58:07,Pine Hollow Zone,person,person,0.2534
2025-11-09,12:58:14,Pine Hollow Zone,cat,cat,0.3684
2025-11-09,12:58:20,North Ridge Forest,person,person,0.3608
2025-11-09,12:58:26,Elderleaf Basin,cat,cat,0.3314
2025-11-09,12:58:33,Misty Creek Grove,cat,cat,0.3777
2025-11-09,12:58:39,Elderleaf Basin,cat,cat,0.3632
2026-07-25,23:16:54,Greywood Edge,person,person,0.6959
2026-07-25,23:17:16,Fernvale Thicket,person,person,0.7476
2026-07-25,23:17:17,Elderleaf Basin,person,person,0.7298
2026-07-25,23:17:31,Elderleaf Basin,person,person,0.6537
2026-07-25,23:17:31,Elderleaf Basin,person,person,0.693
2026-07-25,23:18:14,North Ridge Forest,person,person,0.8068
2026-07-26,08:08:54,Elderleaf Basin,person,person,0.9206
2026-07-30,19:50:10,Greywood Edge,cat,cat,0.5881
2026-07-30,19:50:49,Misty Creek Grove,cat,cat,0.503
2026-07-30,19:50:50,North Ridge Forest,cat,cat,0.577
2026-07-30,19:50:52,Misty Creek Grove,cat,cat,0.516
2026-07-30,19:50:54,Elderleaf Basin,cat,cat,0.5155
2026-07-30,19:50:55,Fernvale Thicket,cat,cat,0.4527
2026-08-02,11:37:19,Misty Creek Grove,person,person,0.7179
2026-08-02,11:37:20,North Ridge Forest,person,person,0.7977
2026-08-02,11:37:20,Misty Creek Grove,person,person,0.7477
2026-08-02,11:37:20,North Ridge Forest,person,person,0.781
2026-08-02,11:37:21,North Ridge Forest,person,person,0.82
2026-08-02,11:37:21,Misty Creek Grove,person,person,0.802
2026-08-02,11:37:22,Misty Creek Grove,person,person,0.8054
2026-08-02,11:37:22,North Ridge Forest,person,person,0.822
2026-08-02,11:37:22,Greywood Edge,person,person,0.809
2026-08-02,11:37:23,Misty Creek Grove,person,person,0.8127
2026-08-02,11:39:01,Elderleaf Basin,person,person,0.6962
2026-08-02,11:39:01,Fernvale Thicket,person,person,0.7056
2026-08-02,11:39:02,Pine Hollow Zone,person,person,0.7668
2026-08-02,11:39:02,Elderleaf Basin,person,person,0.7321
2026-08-02,11:39:03,Greywood Edge,person,person,0.5851
2026-08-02,11:39:03,North Ridge Forest,person,person,0.5559
2026-08-02,11:39:04,Elderleaf Basin,horse,horse,0.5157
2026-08-02,11:39:05,Fernvale Thicket,person,person,0.5609
2026-08-02,11:39:05,North Ridge Forest,person,person,0.4557
2026-08-02,11:39:06,Misty Creek Grove,horse,horse,0.6375
2026-08-02,11:39:06,North Ridge Forest,horse,horse,0.6678
2026-08-02,11:39:07,Greywood Edge,horse,horse,0.6226
2026-08-02,11:39:07,Fernvale Thicket,horse,horse,0.891
2026-08-02,11:39:07,Pine Hollow Zone,horse,horse,0.7148
2026-08-02,11:39:08,Greywood Edge,horse,horse,0.5489
2026-08-02,11:39:09,Pine Hollow Zone,cow,cow,0.5491
2026-08-02,11:39:09,North Ridge Forest,cow,cow,0.611
2026-08-02,11:39:09,Pine Hollow Zone,person,person,0.5053
2026-08-02,11:39:09,North Ridge Forest,dog,dog,0.7703
2026-08-02,11:39:10,Elderleaf Basin,cow,cow,0.6867
2026-08-02,11:39:10,Greywood Edge,cow,cow,0.85
2026-08-02,11:39:11,Elderleaf Basin,cow,cow,0.8812
2026-08-02,11:39:11,Misty Creek Grove,cow,cow,0.8525
2026-08-02,11:39:12,Misty Creek Grove,cow,cow,0.8872
2026-08-02,11:39:12,Misty Creek Grove,cow,cow,0.8924
2026-08-02,11:39:12,Misty Creek Grove,cow,cow,0.5891
2026-08-02,11:39:13,Greywood Edge,cow,cow,0.5373
2026-08-02,11:39:13,North Ridge Forest,cow,cow,0.697
2026-08-02,11:39:14,Greywood Edge,cow,cow,0.8285
2026-08-02,11:39:14,North Ridge Forest,cow,cow,0.7853
2026-08-02,11:39:15,Greywood Edge,horse,horse,0.632
2026-08-02,11:39:16,Greywood Edge,cow,cow,0.5767
2026-08-02,11:39:18,Greywood Edge,cow,cow,0.4869
2026-08-02,11:39:18,Fernvale Thicket,horse,horse,0.5112
2026-08-02,11:39:19,Elderleaf Basin,cow,cow,0.7339
